game_id,date,time,stadium,home_team,away_team,result
001,09/04/2022,16:30,Moisés Lucarelli / Campinas,Ponte Preta / SP,Grêmio / RS,0 X 0
002,04/05/2022,21:00,Rei Pelé / Maceio,Csa / AL,Criciúma / SC,1 X 1
003,09/04/2022,18:30,Adelmar da Costa Carvalho / Recife,Sport / PE,Sampaio Corrêa / MA,1 X 0
004,08/04/2022,19:00,Aderbal Ramos da Silva / Florianopolis,Brusque / SC,Guarani / SP,1 X 0
005,04/05/2022,19:00,Dr. Jorge Ismael de Biasi / Novo Horizonte,Novorizontino / SP,Crb / AL,3 X 1
006,10/04/2022,11:00,Jacy Scaff / Londrina,Londrina / PR,Náutico / PE,2 X 0
007,08/04/2022,19:00,São Januário / Rio de Janeiro,Vasco da Gama / RJ,Vila Nova / GO,1 X 1
008,08/04/2022,21:30,Octávio Mangabeira / Salvador,Bahia / BA,Cruzeiro Saf / MG,2 X 0
009,09/04/2022,21:00,Soares de Azevedo / Muriae,Tombense / MG,Operário / PR,1 X 1
010,09/04/2022,16:00,Índio Condá / Chapeco,Chapecoense / SC,Ituano / SP,1 X 1
011,16/04/2022,18:30,Brinco de Ouro da Princesa / Campinas,Guarani / SP,Sport / PE,0 X 0
012,16/04/2022,19:00,Rei Pelé / Maceio,Crb / AL,Vasco da Gama / RJ,1 X 1
013,15/04/2022,21:30,Eládio de Barros Carvalho / Recife,Náutico / PE,Bahia / BA,0 X 1
014,14/04/2022,20:00,Heriberto Hulse / Criciuma,Criciúma / SC,Londrina / PR,1 X 0
015,16/04/2022,16:00,Novelli Junior / Itu,Ituano / SP,Csa / AL,0 X 0
016,16/04/2022,11:00,Germano Kruger / Ponta Grossa,Operário / PR,Ponte Preta / SP,2 X 0
017,15/04/2022,19:00,Arena do Grêmio / Porto Alegre,Grêmio / RS,Chapecoense / SC,0 X 1
018,16/04/2022,16:30,Governador João Castelo / Sao Luis,Sampaio Corrêa / MA,Tombense / MG,1 X 1
019,12/04/2022,21:30,Magalhães Pinto / Belo Horizonte,Cruzeiro Saf / MG,Brusque / SC,1 X 0
020,12/04/2022,19:00,Onésio Brasileiro Alvarenga / Goiania,Vila Nova / GO,Novorizontino / SP,0 X 0
021,23/04/2022,16:00,Moisés Lucarelli / Campinas,Ponte Preta / SP,CRB / AL,1 X 0
022,22/04/2022,19:00,Rei Pelé / Maceio,CSA / AL,Bahia / BA,1 X 1
023,24/04/2022,16:00,Eládio de Barros Carvalho / Recife,Náutico / PE,Operário / PR,2 X 0
024,23/04/2022,11:00,Heriberto Hulse / Criciuma,Criciúma / SC,Sport / PE,1 X 1
025,23/04/2022,19:00,Novelli Junior / Itu,Ituano / SP,Vila Nova / GO,3 X 1
026,21/04/2022,19:00,Jacy Scaff / Londrina,Londrina / PR,Novorizontino / SP,1 X 1
027,21/04/2022,16:30,Arena do Grêmio / Porto Alegre,Grêmio / RS,Guarani / SP,3 X 1
028,23/04/2022,18:30,Governador João Castelo / Sao Luis,Sampaio Corrêa / MA,Brusque / SC,3 X 1
029,23/04/2022,19:00,Soares de Azevedo / Muriae,Tombense / MG,Cruzeiro Saf / MG,1 X 1
030,22/04/2022,21:30,Índio Condá / Chapeco,Chapecoense / SC,Vasco da Gama / RJ,0 X 0
031,27/04/2022,21:00,Brinco de Ouro da Princesa / Campinas,Guarani / SP,Criciúma / SC,1 X 0
032,27/04/2022,19:00,Rei Pelé / Maceio,Crb / AL,Náutico / PE,1 X 2
033,26/04/2022,19:00,Adelmar da Costa Carvalho / Recife,Sport / PE,Ituano / SP,1 X 0
034,26/04/2022,20:30,Augusto Bauer / Brusque,Brusque / SC,Csa / AL,2 X 0
