game_id,date,time,stadium,home_team,away_team,result
001,27/04/2019,16:30,Brinco de Ouro da Princesa / Campinas,Guarani / SP,Figueirense / SC,0 X 0
002,27/04/2019,11:00,Santa Cruz / Ribeirao Preto,Botafogo / SP,Vitória / BA,3 X 1
003,26/04/2019,21:30,Walter Ribeiro / Sorocaba,São Bento / SP,Atlético / GO,1 X 3
004,27/04/2019,21:00,Olímpico Pedro Ludovico / Goiania,Vila Nova / GO,Paraná / PR,1 X 1
005,29/04/2019,20:00,Major Antônio Couto Pereira / Curitiba,Coritiba / PR,Ponte Preta / SP,2 X 0
006,26/04/2019,19:15,Germano Kruger / Ponta Grossa,Operario / PR,América / MG,1 X 0
007,27/04/2019,16:30,Heriberto Hulse / Criciuma,Criciúma / SC,Cuiabá / MT,0 X 1
008,26/04/2019,19:15,Bento da Silva Freitas / Pelotas,Brasil / RS,Bragantino / SP,0 X 1
009,26/04/2019,21:30,Adelmar da Costa Carvalho / Recife,Sport / PE,Oeste / SP,1 X 1
010,28/04/2019,16:00,Rei Pelé / Maceio,Crb / AL,Londrina / PR,1 X 2
011,02/05/2019,21:00,Moisés Lucarelli / Campinas,Ponte Preta / SP,Criciúma / SC,1 X 1
012,06/05/2019,20:00,Nabi Abi Chedid / Braganca Paulista,Bragantino / SP,Sport / PE,1 X 1
013,01/05/2019,16:00,Arena Barueri / Barueri,Oeste / SP,Guarani / SP,2 X 0
014,03/05/2019,21:30,Antônio Accioly / Goiania,Atlético / GO,Coritiba / PR,1 X 1
015,04/05/2019,19:00,Durival Britto e Silva / Curitiba,Paraná / PR,Crb / AL,1 X 0
016,03/05/2019,19:15,Jacy Scaff / Londrina,Londrina / PR,Brasil / RS,1 X 0
017,04/05/2019,11:00,Orlando Scarpelli / Florianopolis,Figueirense / SC,São Bento / SP,2 X 2
018,30/04/2019,21:30,Raimundo Sampaio / Belo Horizonte,América / MG,Botafogo / SP,0 X 1
019,04/05/2019,16:30,Manoel Barradas / Salvador,Vitória / BA,Vila Nova / GO,2 X 1
020,04/05/2019,19:00,Arena Pantanal / Cuiaba,Cuiabá / MT,Operario / PR,2 X 1
021,13/05/2019,20:00,Brinco de Ouro da Princesa / Campinas,Guarani / SP,Vitória / BA,3 X 2
022,10/05/2019,19:15,Nabi Abi Chedid / Braganca Paulista,Bragantino / SP,Atlético / GO,3 X 0
023,09/05/2019,19:15,Walter Ribeiro / Sorocaba,São Bento / SP,Botafogo / SP,0 X 1
024,10/05/2019,21:30,Serra Dourada / Goiania,Vila Nova / GO,Ponte Preta / SP,0 X 0
025,09/05/2019,21:30,Major Antônio Couto Pereira / Curitiba,Coritiba / PR,Londrina / PR,0 X 0
026,11/05/2019,19:00,Germano Kruger / Ponta Grossa,Operario / PR,Oeste / SP,0 X 0
027,11/05/2019,11:00,Heriberto Hulse / Criciuma,Criciúma / SC,América / MG,0 X 0
028,11/05/2019,19:00,Bento da Silva Freitas / Pelotas,Brasil / RS,Crb / AL,0 X 2
029,11/05/2019,16:30,Adelmar da Costa Carvalho / Recife,Sport / PE,Figueirense / SC,0 X 0
030,11/05/2019,19:00,Arena Pantanal / Cuiaba,Cuiabá / MT,Paraná / PR,1 X 1
031,17/05/2019,21:30,Moisés Lucarelli / Campinas,Ponte Preta / SP,Operario / PR,1 X 0
032,18/05/2019,19:00,Santa Cruz / Ribeirao Preto,Botafogo / SP,Vila Nova / GO,0 X 1
033,14/05/2019,19:15,Arena Barueri / Barueri,Oeste / SP,Cuiabá / MT,1 X 1
034,17/05/2019,19:15,Antônio Accioly / Goiania,Atlético / GO,Criciúma / SC,3 X 1
