game_id,date,time,stadium,home_team,away_team,result
001,29/05/2021,11:00,São Januário / Rio de Janeiro,Vasco da Gama / RJ,Operário / PR,0 X 2
002,28/05/2021,21:30,Onésio Brasileiro Alvarenga / Goiania,Vila Nova / GO,Botafogo / RJ,1 X 1
003,28/05/2021,19:00,Brinco de Ouro da Princesa / Campinas,Guarani / SP,Vitória / BA,1 X 1
004,28/05/2021,21:30,Eládio de Barros Carvalho / Recife,Náutico / PE,Csa / AL,1 X 0
005,28/05/2021,16:00,Bento da Silva Freitas / Pelotas,Brasil / RS,Londrina / PR,0 X 0
006,29/05/2021,16:00,Rei Pelé / Maceio,Crb / AL,Remo / PA,2 X 2
007,29/05/2021,18:15,Major Antônio Couto Pereira / Curitiba,Coritiba / PR,Avaí / SC,2 X 0
008,30/05/2021,11:00,Augusto Bauer / Brusque,Brusque / SC,Ponte Preta / SP,2 X 1
009,29/05/2021,16:30,Lourival Baptista / Aracaju,Confiança / SE,Cruzeiro / MG,3 X 1
010,31/05/2021,20:00,Governador João Castelo / Sao Luis,Sampaio Corrêa / MA,Goiás / GO,0 X 0
011,05/06/2021,21:00,Nilton Santos / Rio de Janeiro,Botafogo / RJ,Coritiba / PR,2 X 0
012,04/06/2021,17:30,Hailé Pinheiro / Goiania,Goiás / GO,Confiança / SE,2 X 0
013,06/06/2021,16:00,Moisés Lucarelli / Campinas,Ponte Preta / SP,Vasco da Gama / RJ,1 X 1
014,06/06/2021,18:15,Magalhães Pinto / Belo Horizonte,Cruzeiro / MG,Crb / AL,3 X 4
015,05/06/2021,11:00,Jacy Scaff / Londrina,Londrina / PR,Brusque / SC,0 X 1
016,05/06/2021,16:30,Rei Pelé / Maceio,Csa / AL,Sampaio Corrêa / MA,0 X 0
017,01/06/2021,19:00,Major Antônio Couto Pereira / Curitiba,Operário / PR,Guarani / SP,2 X 5
018,06/06/2021,20:30,Aderbal Ramos da Silva / Florianopolis,Avaí / SC,Vila Nova / GO,1 X 1
019,07/06/2021,20:00,Manoel Barradas / Salvador,Vitória / BA,Náutico / PE,0 X 1
020,05/06/2021,19:00,Evandro Almeida / Belem,Remo / PA,Brasil / RS,1 X 0
021,13/06/2021,16:00,Sylvio Raulino de Oliveira / Volta Redonda,Botafogo / RJ,Remo / PA,3 X 0
022,12/06/2021,19:00,Anibal Batista de Toledo / Aparecida de Goiania,Vila Nova / GO,Csa / AL,1 X 0
023,11/06/2021,21:30,Brinco de Ouro da Princesa / Campinas,Guarani / SP,Náutico / PE,1 X 3
024,12/06/2021,21:00,Magalhães Pinto / Belo Horizonte,Cruzeiro / MG,Goiás / GO,1 X 1
025,12/06/2021,19:00,Bento da Silva Freitas / Pelotas,Brasil / RS,Vasco da Gama / RJ,1 X 2
026,12/06/2021,16:30,Rei Pelé / Maceio,Crb / AL,Confiança / SE,3 X 2
027,13/06/2021,20:30,Major Antônio Couto Pereira / Curitiba,Coritiba / PR,Londrina / PR,1 X 1
028,13/06/2021,16:00,Aderbal Ramos da Silva / Florianopolis,Avaí / SC,Brusque / SC,1 X 2
029,13/06/2021,20:30,Manoel Barradas / Salvador,Vitória / BA,Operário / PR,0 X 0
030,11/06/2021,19:00,Governador João Castelo / Sao Luis,Sampaio Corrêa / MA,Ponte Preta / SP,1 X 0
031,16/06/2021,19:00,São Januário / Rio de Janeiro,Vasco da Gama / RJ,Avaí / SC,0 X 2
032,15/06/2021,21:30,Hailé Pinheiro / Goiania,Goiás / GO,Crb / AL,1 X 0
033,16/06/2021,21:30,Moisés Lucarelli / Campinas,Ponte Preta / SP,Cruzeiro / MG,0 X 1
034,15/06/2021,19:00,Eládio de Barros Carvalho / Recife,Náutico / PE,Vila Nova / GO,2 X 0
035,17/06/2021,19:00,Jacy Scaff / Londrina,Londrina / PR,Botafogo / RJ,2 X 2
036,15/06/2021,19:00,Rei Pelé / Maceio,Csa / AL,Guarani / SP,1 X 1
037,16/06/2021,18:00,Germano Kruger / Ponta Grossa,Operário / PR,Sampaio Corrêa / MA,1 X 0
038,03/08/2021,19:00,Augusto Bauer / Brusque,Brusque / SC,Coritiba / PR,0 X 0
039,15/06/2021,21:30,Lourival Baptista / Aracaju,Confiança / SE,Brasil / RS,1 X 1
